year_month,year,month,month_name,quarter,disease_name,disease_category,case_records,unique_patients,inpatient_case_records,total_claim_cost,avg_length_of_stay_days,female_patients,male_patients,readmission_30d_cases,avg_severity_score,readmission_ratio
1930-09,1930,9,September,3,Traumatic or nontraumatic brain injury (disorder),Other,1,1,0,146.18,0.041666666666666664,0,1,0,0.004047552541434267,1.0
1930-11,1930,11,November,4,Medication review due (situation),Other,1,1,0,163.63,0.010416666666666666,0,1,0,0.004829565576816533,1.0
1930-12,1930,12,December,4,Epilepsy (disorder) | History of seizure (situation) | Seizure disorder (disorder),Neurological,1,1,0,24439.65,0.08017361111111111,1,0,1,16.182699740951332,1.0
1931-01,1931,1,January,1,Encounter for check up (procedure),Other,1,1,0,1379.75,0.012662037037037036,1,0,0,0.06383301155129316,1.0
1931-01,1931,1,January,1,Gingivitis (disorder),Other,2,1,0,5154.51,0.06611111111111112,2,0,1,7.622039145737819,2.0
1931-01,1931,1,January,1,Urgent care clinic (environment),Other,1,1,0,106.81,0.010416666666666666,1,0,0,0.0020730018794311448,1.0
1931-02,1931,2,February,1,Burn injury (morphologic abnormality),Other,1,1,0,146.18,0.041666666666666664,0,1,0,0.004047552541434267,1.0
1931-03,1931,3,March,1,Allergic disposition (finding),Other,1,1,0,85.55,0.010416666666666666,1,0,0,0.0010415949064214059,1.0
1931-05,1931,5,May,2,Risk activity involvement (finding),Other,2,2,0,1734.8600000000001,0.01208912037037037,1,1,1,7.538977151622833,1.0
1931-05,1931,5,May,2,Well child visit (procedure),Other,1,1,0,163.63,0.010416666666666666,0,1,1,15.004829565576816,1.0
1931-06,1931,6,June,2,Admission to hospice (procedure),Other,1,1,0,16141.3,27.0,0,1,1,15.835724367741854,1.0
1931-06,1931,6,June,2,Fracture of bone (disorder),Musculoskeletal,1,1,0,1148.03,0.041666666666666664,1,0,0,0.05265127201038096,1.0
1931-07,1931,7,July,3,Sudden cardiac death (disorder),Cardiovascular,1,1,0,302.09,0.010416666666666666,0,1,0,0.01154680967290912,1.0
1931-07,1931,7,July,3,Well child visit (procedure),Other,1,1,0,211.38,0.010416666666666666,1,0,0,0.007146107578755151,1.0
1931-09,1931,9,September,3,Cerebral palsy (disorder) | Dribbling from mouth (finding) | Excessive salivation (disorder) | Osteoporosis (disorder) | Pneumonia (disorder) | Poor muscle tone (finding),Respiratory,1,1,0,2299.58,0.10416666666666667,1,0,0,0.10864664401710486,1.0
1932-01,1932,1,January,1,Allergic disposition (finding),Other,1,1,0,85.55,0.010416666666666666,0,1,0,0.0010415949064214059,1.0
1932-01,1932,1,January,1,Patient referral for dental care (procedure),Other,1,1,0,4375.03,0.15322916666666667,1,0,0,0.20943631267992366,1.0
1932-01,1932,1,January,1,Risk activity involvement (finding),Other,1,1,0,568.2,0.010416666666666666,1,0,0,0.02445686186423657,1.0
1932-01,1932,1,January,1,Well child visit (procedure),Other,2,2,0,943.11,0.010416666666666666,2,0,1,7.5197682293662815,1.0
1932-03,1932,3,March,1,Loss of teeth (disorder),Other,1,1,0,1379.75,0.0634375,0,1,0,0.06393790263691353,1.0
1932-04,1932,4,April,2,Chronic sinusitis (disorder),Other,1,1,0,92.93,0.010416666666666666,0,1,0,0.0013996279948885687,1.0
1932-07,1932,7,July,3,Adolescent idiopathic scoliosis (disorder),Other,1,1,0,1283.02,0.02074074074074074,0,1,0,0.05915694421436648,1.0
1932-11,1932,11,November,4,Well child visit (procedure),Other,1,1,0,146.76,0.010416666666666666,0,1,0,0.004011134926079266,1.0
1933-01,1933,1,January,1,Adolescent idiopathic scoliosis (disorder),Other,1,1,0,1295.78,0.01758101851851852,1,0,0,0.059769455153756354,1.0
1933-01,1933,1,January,1,Well child visit (procedure),Other,1,1,0,471.55,0.010416666666666666,1,0,0,0.0197679867964383,1.0
1933-02,1933,2,February,1,Allergic disposition (finding),Other,1,1,0,82.02,0.010416666666666666,1,0,0,0.0008703405971681426,1.0
1933-02,1933,2,February,1,Risk activity involvement (finding),Other,1,1,0,642.78,0.01990740740740741,0,1,0,0.02809463945483357,1.0
1933-03,1933,3,March,1,Injury of medial collateral ligament of knee (disorder),Other,1,1,1,9321.88,5.3374999999999995,1,0,0,35.460137216673225,1.0
1933-04,1933,4,April,2,Well child visit (procedure),Other,1,1,0,747.26,0.010416666666666666,0,1,0,0.03314377308658482,1.0
1933-06,1933,6,June,2,Loss of teeth (disorder),Other,1,1,0,1911.63,0.05275462962962963,1,0,0,0.08971944377877696,1.0
1933-07,1933,7,July,3,Fracture of bone (disorder),Musculoskeletal,1,1,0,14841.27,0.05555555555555555,0,1,0,0.7169933792020295,1.0
1933-07,1933,7,July,3,Risk activity involvement (finding),Other,3,3,0,2899.12,0.015335648148148147,0,3,0,0.043783992013743916,1.0
1933-08,1933,8,August,3,Loss of teeth (disorder),Other,1,1,0,1379.75,0.04612268518518519,1,0,0,0.06390213398770266,1.0
1933-09,1933,9,September,3,Admission to hospice (procedure),Other,1,1,0,16141.3,25.0,1,0,1,15.8315928018437,1.0
1933-10,1933,10,October,4,Sudden cardiac death (disorder),Cardiovascular,1,1,0,302.09,0.010416666666666666,1,0,0,0.01154680967290912,1.0
1933-11,1933,11,November,4,Received higher education (finding),Other,3,3,0,3791.3,0.02494598765432099,0,3,0,0.05823157573243896,1.0
1933-12,1933,12,December,4,Chronic sinusitis (disorder),Other,1,1,0,74.1,0.010416666666666666,1,0,0,0.00048610996564240727,1.0
1933-12,1933,12,December,4,Fracture of bone (disorder),Musculoskeletal,1,1,0,4523.52,0.041666666666666664,0,1,0,0.21640968797108856,1.0
1934-01,1934,1,January,1,Educated to high school level (finding),Other,2,2,0,1794.77,0.03298611111111111,2,0,0,0.04047355620021468,1.0
1934-03,1934,3,March,1,Risk activity involvement (finding),Other,1,1,0,568.2,0.010416666666666666,0,1,0,0.02445686186423657,1.0
1934-04,1934,4,April,2,Adolescent idiopathic scoliosis (disorder),Other,1,1,0,1295.78,0.014722222222222222,0,1,0,0.059763549501112574,1.0
1934-04,1934,4,April,2,Well child visit (procedure),Other,1,1,0,352.5,0.010416666666666666,0,1,0,0.013992398831395525,1.0
1934-06,1934,6,June,2,Risk activity involvement (finding),Other,1,1,0,1217.74,0.017777777777777778,1,0,0,0.05598383150402916,1.0
1934-07,1934,7,July,3,Housing unsatisfactory (finding) | Received higher education (finding),Other,2,2,0,1494.52,0.030775462962962963,0,2,0,0.033185829940837436,1.0
1934-07,1934,7,July,3,Housing unsatisfactory (finding) | Received higher education (finding) | Serving in military service (finding),Other,1,1,0,747.26,0.03732638888888889,0,1,0,0.03319936273191588,1.0
1934-07,1934,7,July,3,Received higher education (finding),Other,6,6,0,7486.0599999999995,0.03236111111111111,0,6,0,0.057466304012833085,1.0
1934-07,1934,7,July,3,Received higher education (finding) | Serving in military service (finding),Other,2,2,0,1494.52,0.032997685185185185,0,2,0,0.03319042056961316,1.0
1934-10,1934,10,October,4,Educated to high school level (finding),Other,1,1,0,779.48,0.03866898148148148,1,0,0,0.03476525630596273,1.0
1934-11,1934,11,November,4,Risk activity involvement (finding),Other,1,1,0,1348.05,0.017800925925925925,0,1,0,0.06230573457486154,1.0
1934-12,1934,12,December,4,Chronic sinusitis (disorder),Other,1,1,0,92.93,0.010416666666666666,1,0,0,0.0013996279948885687,1.0
1934-12,1934,12,December,4,Risk activity involvement (finding),Other,1,1,0,766.22,0.017534722222222222,1,0,0,0.034078302289549736,1.0
1935-01,1935,1,January,1,Educated to high school level (finding),Other,1,1,0,779.48,0.04135416666666667,0,1,0,0.0347708033157334,1.0
1935-01,1935,1,January,1,Educated to high school level (finding) | Serving in military service (finding),Other,1,1,0,1422.68,0.035694444444444445,0,1,0,0.06596329617894812,1.0
1935-01,1935,1,January,1,Refugee (person),Other,1,1,0,1047.51,0.028460648148148148,1,0,0,0.0477473671161155,1.0
1935-02,1935,2,February,1,Burn injury (morphologic abnormality),Other,1,1,0,119.83,0.041666666666666664,0,1,0,0.0027692094681131653,1.0
1935-03,1935,3,March,1,Anemia (disorder) | Educated to high school level (finding) | Prediabetes (finding) | Unemployed (finding),Endocrine/Metabolic,1,1,0,1253.13,0.029780092592592594,0,1,0,0.057725535031032116,1.0
1935-03,1935,3,March,1,Educated to high school level (finding),Other,9,9,0,6650.34,0.03299897119341563,0,9,0,0.03278614015433549,1.0
1935-03,1935,3,March,1,Educated to high school level (finding) | Housing unsatisfactory (finding) | Serving in military service (finding),Other,1,1,0,1124.49,0.03606481481481481,0,1,0,0.0514976809788629,1.0
1935-03,1935,3,March,1,Educated to high school level (finding) | Serving in military service (finding),Other,7,7,0,5499.360000000001,0.029308862433862434,0,7,0,0.035043934710341465,1.0
1935-03,1935,3,March,1,Fracture of bone (disorder),Musculoskeletal,1,1,0,1008.98,0.041666666666666664,0,1,0,0.045905404672798446,1.0
1935-05,1935,5,May,2,Well child visit (procedure),Other,1,1,0,302.09,0.010416666666666666,0,1,0,0.01154680967290912,1.0
1935-06,1935,6,June,2,Educated to high school level (finding),Other,6,6,0,5553.99,0.029276620370370366,6,0,0,0.041837868230263885,1.0
1935-06,1935,6,June,2,Educated to high school level (finding) | Housing unsatisfactory (finding),Other,1,1,0,1675.66,0.03577546296296296,1,0,0,0.07823652732887734,1.0
1935-06,1935,6,June,2,Received higher education (finding),Other,1,1,0,1087.4,0.03657407407407407,0,1,0,0.04969934990158238,1.0
1935-08,1935,8,August,3,Risk activity involvement (finding),Other,1,1,0,1047.51,0.010416666666666666,0,1,0,0.047710092166837595,1.0
1935-10,1935,10,October,4,History of seizure (situation) | Seizure disorder (disorder),Neurological,1,1,0,24439.65,0.0796412037037037,0,1,0,1.1826986411131886,1.0
1935-12,1935,12,December,4,Chronic sinusitis (disorder),Other,1,1,0,78.22,0.010416666666666666,1,0,0,0.0006859875163855929,1.0
1936-01,1936,1,January,1,Only received primary school education (finding) | Refugee (person) | Serving in military service (finding),Other,1,1,0,647.46,0.04033564814814815,0,1,0,0.028363885139409732,1.0
1936-01,1936,1,January,1,Only received primary school education (finding) | Serving in military service (finding),Other,2,2,0,1294.92,0.03510416666666667,0,2,0,0.028353078034166874,1.0
1936-01,1936,1,January,1,Recurrent urinary tract infection (disorder),Infectious,1,1,0,16998.35,0.0662962962962963,1,0,0,0.8216640786870127,1.0
1936-03,1936,3,March,1,Has a criminal record (finding),Other,1,1,0,568.2,0.03739583333333333,0,1,0,0.024512594966716875,1.0
1936-03,1936,3,March,1,Laceration - injury (disorder) | Laceration of forearm (disorder),Other,1,1,0,21000.96,0.041666666666666664,0,1,0,1.0157956951841454,1.0
1936-04,1936,4,April,2,Recurrent urinary tract infection (disorder),Infectious,1,1,0,9094.51,0.06774305555555556,1,0,0,0.43822042158489893,1.0
1936-04,1936,4,April,2,Risk activity involvement (finding),Other,1,1,0,783.9,0.010416666666666666,0,1,0,0.03492132489707762,1.0
1936-05,1936,5,May,2,Chronic sinusitis (disorder),Other,1,1,0,92.93,0.010416666666666666,1,0,0,0.0013996279948885687,1.0
1936-05,1936,5,May,2,Educated to high school level (finding),Other,1,1,0,790.38,0.0343287037037037,1,0,0,0.035285092492169295,1.0
1936-05,1936,5,May,2,Educated to high school level (finding) | Housing unsatisfactory (finding),Other,1,1,0,1382.15,0.028067129629629633,1,0,0,0.06398126865360466,1.0
1936-05,1936,5,May,2,Gingivitis (disorder),Other,1,1,0,4375.03,0.16047453703703704,0,1,0,0.20945128004249453,1.0
1936-05,1936,5,May,2,Gingivitis (disorder) | Medication review due (situation),Other,1,1,0,779.48,0.010416666666666666,0,1,1,15.034706893155747,1.0
1936-07,1936,7,July,3,Past pregnancy history of miscarriage (situation),Maternal/Neonatal,1,1,0,1141.97,0.010416666666666666,1,0,0,0.05229272164334277,1.0
1936-08,1936,8,August,3,Viral sinusitis (disorder),Infectious,1,1,0,64.08,0.010416666666666666,0,1,0,0.0,1.0
1936-09,1936,9,September,3,Housing unsatisfactory (finding) | Received higher education (finding),Other,1,1,0,568.2,0.024039351851851853,0,1,0,0.02448500337501277,1.0
1936-09,1936,9,September,3,Housing unsatisfactory (finding) | Received higher education (finding) | Serving in military service (finding),Other,1,1,0,568.2,0.037523148148148146,0,1,0,0.024512857971490484,1.0
1936-09,1936,9,September,3,Received higher education (finding),Other,1,1,0,814.9,0.022754629629629628,0,1,0,0.03645074547802943,1.0
1936-09,1936,9,September,3,Received higher education (finding) | Serving in military service (finding),Other,3,3,0,2153.64,0.029050925925925924,0,3,0,0.0317569270233704,1.0
1936-11,1936,11,November,4,Mitral valve regurgitation (disorder),Other,1,1,0,679.93,0.020833333333333332,1,0,0,0.02989884615131601,1.0
1936-12,1936,12,December,4,Loss of teeth (disorder),Other,1,1,0,1911.63,0.06378472222222221,0,1,0,0.08974222955598148,1.0
1937-01,1937,1,January,1,Allergic disposition (finding),Other,1,1,0,68.26,0.010416666666666666,1,0,0,0.00020278838886080504,1.0
1937-01,1937,1,January,1,Educated to high school level (finding),Other,4,4,0,3875.09,0.02886863425925926,4,0,0,0.043928341322099926,1.0
1937-01,1937,1,January,1,Educated to high school level (finding) | Lack of access to transportation (finding),Other,1,1,0,904.51,0.039155092592592596,1,0,0,0.040831962003439574,1.0
1937-01,1937,1,January,1,Educated to high school level (finding) | Limited social contact (finding),Other,1,1,0,647.46,0.022824074074074076,1,0,0,0.02832771002827601,1.0
1937-01,1937,1,January,1,Major depression  single episode (disorder),Mental Health,1,1,0,68.26,0.010416666666666666,0,1,0,0.00020278838886080504,1.0
1937-01,1937,1,January,1,Major depressive disorder (disorder),Other,1,1,0,627.87,0.010416666666666666,0,1,0,0.027351690372208866,1.0
1937-01,1937,1,January,1,Shellfish (substance),Other,1,1,0,68.26,0.010416666666666666,1,0,1,15.000202788388862,1.0
1937-04,1937,4,April,2,Housing unsatisfactory (finding) | Received higher education (finding) | Serving in military service (finding),Other,1,1,0,568.2,0.035937500000000004,0,1,0,0.024509582366582804,1.0
1937-05,1937,5,May,2,Well child visit (procedure),Other,1,1,0,1087.4,0.010416666666666666,0,1,0,0.04964531437536811,1.0
1937-06,1937,6,June,2,Received higher education (finding),Other,1,1,0,2011.18,0.032685185185185185,1,0,0,0.09450755023946271,1.0
1937-07,1937,7,July,3,Risk activity involvement (finding),Other,3,3,0,2706.4,0.011084104938271605,0,3,0,0.04065867190367606,1.0
1937-10,1937,10,October,4,Chronic sinusitis (disorder),Other,1,1,0,74.1,0.010416666666666666,0,1,0,0.00048610996564240727,1.0
1937-10,1937,10,October,4,Risk activity involvement (finding),Other,1,1,0,568.2,0.011481481481481481,0,1,0,0.024459061540524938,1.0
1937-10,1937,10,October,4,Viral sinusitis (disorder),Infectious,1,1,0,64.08,0.010416666666666666,0,1,0,0.0,1.0
1937-11,1937,11,November,4,Adolescent idiopathic scoliosis (disorder),Other,1,1,0,948.35,0.020092592592592592,0,1,0,0.0429194354005799,1.0
1937-11,1937,11,November,4,Educated to high school level (finding) | Serving in military service (finding),Other,1,1,0,647.46,0.02739583333333333,1,0,0,0.02833715429060107,1.0
1937-11,1937,11,November,4,Has a criminal record (finding),Other,1,1,0,516.95,0.023460648148148147,1,0,0,0.021997467006636018,1.0
1937-11,1937,11,November,4,Lack of access to transportation (finding) | Received higher education (finding),Other,1,1,0,568.2,0.02584490740740741,0,1,0,0.02448873326089305,1.0
1937-11,1937,11,November,4,Received higher education (finding),Other,2,2,0,1534.66,0.031053240740740742,0,2,0,0.03416007911977803,1.0
1937-12,1937,12,December,4,Chronic sinusitis (disorder),Other,1,1,0,74.1,0.010416666666666666,0,1,0,0.00048610996564240727,1.0
1937-12,1937,12,December,4,Essential hypertension (disorder),Cardiovascular,1,1,0,642.78,0.025891203703703704,0,1,0,0.028107000679193212,1.0
1938-01,1938,1,January,1,Social isolation (finding),Other,1,1,0,647.46,0.04076388888888889,1,0,0,0.02836476979183005,1.0
